,link_id,from_node_id,to_node_id,length,lanes,free_speed,geometry
0,0,0,1,0.06742,2,60,"LINESTRING (120.4409707 31.9174058, 120.4406563 31.9172512, 120.4404853 31.9172615, 120.4403109 31.9172950)"
1,1,2632,3,1.07356,2,60,"LINESTRING (120.6049086 31.8028505, 120.6009016 31.8033055, 120.6003125 31.8034114, 120.5997251 31.8035385, 120.5991430 31.8036942, 120.5985723 31.8038736, 120.5980065 31.8040762, 120.5974596 31.8042912, 120.5969236 31.8045356, 120.5964067 31.8047844, 120.5943333 31.8059099)"
2,2,3,2632,1.07356,2,60,"LINESTRING (120.5943333 31.8059099, 120.5964067 31.8047844, 120.5969236 31.8045356, 120.5974596 31.8042912, 120.5980065 31.8040762, 120.5985723 31.8038736, 120.5991430 31.8036942, 120.5997251 31.8035385, 120.6003125 31.8034114, 120.6009016 31.8033055, 120.6049086 31.8028505)"
3,4,6,7,0.02377,3,90,"LINESTRING (120.5262161 31.8415321, 120.5259649 31.8415337)"
4,5,7,8,0.81465,3,90,"LINESTRING (120.5259649 31.8415337, 120.5251504 31.8415387, 120.5247684 31.8415576, 120.5243436 31.8415916, 120.5240461 31.8416293, 120.5235646 31.8417162, 120.5230941 31.8418197, 120.5226568 31.8419349, 120.5221144 31.8421288, 120.5216509 31.8423181, 120.5211347 31.8425908, 120.5205909 31.8429153, 120.5199862 31.8432714, 120.5194756 31.8435688, 120.5190357 31.8438426, 120.5188444 31.8439690, 120.5186859 31.8440713, 120.5184627 31.8442052, 120.5182457 31.8443376)"
5,8,13,14,0.33877,2,100,"LINESTRING (120.6067570 31.7516998, 120.6072141 31.7547312)"
6,11,18,19,0.01846,2,80,"LINESTRING (120.5443181 31.8117267, 120.5441239 31.8117424)"
7,12,19,20,1.5805,2,80,"LINESTRING (120.5441239 31.8117424, 120.5437368 31.8117738, 120.5404770 31.8120378, 120.5375581 31.8122742, 120.5330816 31.8126782, 120.5299376 31.8129276, 120.5275240 31.8132591)"
8,13,20,21,0.01772,2,80,"LINESTRING (120.5275240 31.8132591, 120.5273403 31.8132901)"
9,16,24,25,0.4055,2,100,"LINESTRING (120.6083180 31.7624561, 120.6084266 31.7633845, 120.6085337 31.7645706, 120.6086254 31.7657592, 120.6086470 31.7661034)"
10,17,25,26,1.09066,2,100,"LINESTRING (120.6086470 31.7661034, 120.6086997 31.7669433, 120.6087492 31.7681251, 120.6087788 31.7693047, 120.6087912 31.7704875, 120.6087843 31.7716673, 120.6087521 31.7728481, 120.6087060 31.7740292, 120.6086554 31.7752137, 120.6086484 31.7753079, 120.6086278 31.7755895, 120.6086110 31.7758181, 120.6086022 31.7759380)"
11,19,28,29,0.4811,4,100,"LINESTRING (120.6055850 31.7276440, 120.6054668 31.7287312, 120.6053137 31.7305680, 120.6052319 31.7319735)"
12,22,33,34,0.56763,3,80,"LINESTRING (120.6592204 31.7925552, 120.6594855 31.7918336, 120.6597624 31.7911375, 120.6600706 31.7904366, 120.6604211 31.7897300, 120.6615062 31.7878304)"
13,24,37,38,0.01122,2,60,"LINESTRING (120.7244755 31.9761958, 120.7245629 31.9761273)"
14,25,38,37,0.01122,2,60,"LINESTRING (120.7245629 31.9761273, 120.7244755 31.9761958)"
15,26,38,39,0.27745,2,60,"LINESTRING (120.7245629 31.9761273, 120.7252459 31.9755914, 120.7257770 31.9751746, 120.7258847 31.9750711, 120.7259308 31.9749511, 120.7259110 31.9748340, 120.7258392 31.9747286, 120.7253812 31.9742840)"
16,27,39,38,0.27745,2,60,"LINESTRING (120.7253812 31.9742840, 120.7258392 31.9747286, 120.7259110 31.9748340, 120.7259308 31.9749511, 120.7258847 31.9750711, 120.7257770 31.9751746, 120.7252459 31.9755914, 120.7245629 31.9761273)"
17,34,49,2633,0.08186,2,80,"LINESTRING (120.6077873 31.7942125, 120.6073391 31.7941891, 120.6069238 31.7942036)"
18,43,58,59,0.30088,2,120,"LINESTRING (120.6217843 31.7858887, 120.6202468 31.7862382, 120.6187068 31.7865658)"
19,45,60,61,0.08038,2,120,"LINESTRING (120.6269896 31.7844841, 120.6261875 31.7847219)"
20,47,63,64,0.29901,2,120,"LINESTRING (120.6186867 31.7864543, 120.6202260 31.7861268, 120.6217468 31.7857869)"
21,48,65,66,0.57688,2,120,"LINESTRING (120.6270404 31.7843560, 120.6297557 31.7834917, 120.6317237 31.7828039, 120.6327019 31.7824355)"
22,49,64,67,0.44589,2,120,"LINESTRING (120.6217468 31.7857869, 120.6228657 31.7855132, 120.6245622 31.7850675, 120.6262429 31.7845910)"
23,55,61,58,0.43652,2,120,"LINESTRING (120.6261875 31.7847219, 120.6246020 31.7851670, 120.6228688 31.7856248, 120.6217843 31.7858887)"
24,58,67,65,0.07987,2,120,"LINESTRING (120.6262429 31.7845910, 120.6270404 31.7843560)"
25,60,78,79,0.9295,2,100,"LINESTRING (120.6066419 31.7517049, 120.6057234 31.7451660, 120.6054825 31.7433775)"
26,61,79,80,0.50866,2,100,"LINESTRING (120.6054825 31.7433775, 120.6052862 31.7416018, 120.6051523 31.7397792, 120.6051168 31.7391744, 120.6050992 31.7389012, 120.6050956 31.7388010)"
27,62,81,78,0.33983,2,100,"LINESTRING (120.6071143 31.7547442, 120.6066419 31.7517049)"
28,64,83,84,1.14739,2,100,"LINESTRING (120.6084588 31.7759243, 120.6085054 31.7752048, 120.6085625 31.7740216, 120.6086142 31.7728421, 120.6086399 31.7716612, 120.6086413 31.7704835, 120.6086318 31.7693033, 120.6086002 31.7681251, 120.6085518 31.7669441, 120.6084533 31.7655792)"
29,65,84,85,0.40237,2,100,"LINESTRING (120.6084533 31.7655792, 120.6083940 31.7645700, 120.6082830 31.7633838, 120.6080949 31.7619631)"
30,72,94,11,0.1304,1,100,"LINESTRING (120.6065394 31.7973321, 120.6064360 31.7977627, 120.6062746 31.7984866)"
31,74,3,96,1.12738,2,60,"LINESTRING (120.5943333 31.8059099, 120.5938643 31.8062321, 120.5934636 31.8064189, 120.5930136 31.8066211, 120.5925964 31.8067984, 120.5923351 31.8069036, 120.5920815 31.8069977, 120.5918435 31.8070786, 120.5914774 31.8072125, 120.5912663 31.8072860, 120.5909963 31.8073728, 120.5907297 31.8074537, 120.5903662 31.8075861, 120.5898842 31.8077618, 120.5893044 31.8079714, 120.5886891 31.8081936, 120.5882936 31.8083134, 120.5879275 31.8083899, 120.5871209 31.8085561, 120.5868370 31.8085900, 120.5866397 31.8086164, 120.5864459 31.8086562, 120.5850458 31.8089440, 120.5842535 31.8091105, 120.5832987 31.8095299)"
32,75,96,3,1.12738,2,60,"LINESTRING (120.5832987 31.8095299, 120.5842535 31.8091105, 120.5850458 31.8089440, 120.5864459 31.8086562, 120.5866397 31.8086164, 120.5868370 31.8085900, 120.5871209 31.8085561, 120.5879275 31.8083899, 120.5882936 31.8083134, 120.5886891 31.8081936, 120.5893044 31.8079714, 120.5898842 31.8077618, 120.5903662 31.8075861, 120.5907297 31.8074537, 120.5909963 31.8073728, 120.5912663 31.8072860, 120.5914774 31.8072125, 120.5918435 31.8070786, 120.5920815 31.8069977, 120.5923351 31.8069036, 120.5925964 31.8067984, 120.5930136 31.8066211, 120.5934636 31.8064189, 120.5938643 31.8062321, 120.5943333 31.8059099)"
33,78,100,95,0.07851,1,100,"LINESTRING (120.5963647 31.8191606, 120.5966579 31.8188590, 120.5969042 31.8186227)"
34,79,97,101,0.16185,1,100,"LINESTRING (120.6061325 31.7984303, 120.6061993 31.7976321, 120.6062561 31.7969739)"
35,80,89,102,0.16059,1,100,"LINESTRING (120.5972311 31.8184655, 120.5962952 31.8196740)"
36,86,110,111,0.01195,2,100,"LINESTRING (120.6621450 31.8002015, 120.6621656 31.8003079)"
37,89,114,115,0.04811,2,120,"LINESTRING (120.6569265 31.7737596, 120.6574189 31.7736527)"
38,91,118,119,0.55927,2,120,"LINESTRING (120.6331701 31.7822592, 120.6336591 31.7820750, 120.6385214 31.7801229)"
39,92,120,121,0.05489,3,80,"LINESTRING (120.6476904 31.7267179, 120.6479628 31.7271550)"
40,93,121,120,0.05489,3,80,"LINESTRING (120.6479628 31.7271550, 120.6476904 31.7267179)"
41,97,126,127,0.00832,2,100,"LINESTRING (120.6625950 31.8191240, 120.6626013 31.8191989)"
42,99,129,130,0.11463,1,120,"LINESTRING (120.6621023 31.7705814, 120.6608973 31.7706803)"
43,101,132,133,0.09199,2,100,"LINESTRING (120.6645293 31.7777466, 120.6645381 31.7785765)"
44,102,133,134,0.03527,2,100,"LINESTRING (120.6645381 31.7785765, 120.6645067 31.7788936)"
45,107,142,143,0.11706,2,120,"LINESTRING (120.6569326 31.7738716, 120.6557378 31.7741430)"
46,110,147,148,0.04834,1,120,"LINESTRING (120.6574304 31.7738184, 120.6569355 31.7739253)"
47,113,152,153,0.04835,2,120,"LINESTRING (120.6331988 31.7823648, 120.6327315 31.7825407)"
48,117,157,158,0.54154,2,100,"LINESTRING (120.6927874 31.9061067, 120.6942928 31.9075147, 120.6963587 31.9094470, 120.6966469 31.9097166)"
49,118,158,159,0.01246,2,100,"LINESTRING (120.6966469 31.9097166, 120.6967357 31.9097997)"
50,132,34,179,1.03653,2,100,"LINESTRING (120.6615062 31.7878304, 120.6618541 31.7869299, 120.6635753 31.7825271, 120.6639050 31.7815541, 120.6640257 31.7810832, 120.6641584 31.7805653, 120.6643058 31.7795802, 120.6643611 31.7788383)"
51,133,179,180,0.02822,2,100,"LINESTRING (120.6643611 31.7788383, 120.6643801 31.7785842)"
52,134,180,181,0.73006,2,100,"LINESTRING (120.6643801 31.7785842, 120.6643676 31.7727010, 120.6643601 31.7719975)"
53,139,186,187,0.00809,2,100,"LINESTRING (120.6624729 31.8192011, 120.6624663 31.8191283)"
54,149,174,197,0.52008,1,120,"LINESTRING (120.6620940 31.7704941, 120.6625449 31.7704033, 120.6629573 31.7702479, 120.6633050 31.7700413, 120.6635797 31.7697765, 120.6637953 31.7694501, 120.6639023 31.7691185, 120.6639347 31.7689123, 120.6639491 31.7687395, 120.6639176 31.7683565, 120.6637614 31.7672141, 120.6637578 31.7666525)"
55,153,201,202,0.23669,2,100,"LINESTRING (120.6742954 31.8711904, 120.6743910 31.8713538, 120.6746961 31.8718751, 120.6751868 31.8727554, 120.6752815 31.8729253, 120.6753758 31.8731161)"
56,154,202,203,0.0139,2,100,"LINESTRING (120.6753758 31.8731161, 120.6754302 31.8732326)"
57,155,203,204,1.14206,2,100,"LINESTRING (120.6754302 31.8732326, 120.6758475 31.8739992, 120.6763647 31.8750973, 120.6765096 31.8754126, 120.6768689 31.8761945, 120.6773418 31.8773121, 120.6777887 31.8784285, 120.6781978 31.8795610, 120.6785727 31.8806994, 120.6789973 31.8821345, 120.6792499 31.8829884)"
58,156,204,205,0.01744,2,100,"LINESTRING (120.6792499 31.8829884, 120.6792892 31.8831421)"
59,159,206,207,0.01741,2,100,"LINESTRING (120.6791857 31.8831955, 120.6791393 31.8830435)"
60,160,207,208,1.14088,2,100,"LINESTRING (120.6791393 31.8830435, 120.6788475 31.8821777, 120.6784687 31.8807187, 120.6780913 31.8795831, 120.6776819 31.8784579, 120.6774271 31.8778190, 120.6772351 31.8773377, 120.6767660 31.8762272, 120.6764048 31.8754420, 120.6762629 31.8751336, 120.6757270 31.8740430, 120.6753200 31.8733024)"
61,161,208,209,0.01314,2,100,"LINESTRING (120.6753200 31.8733024, 120.6752685 31.8731923)"
62,162,209,210,0.23961,2,100,"LINESTRING (120.6752685 31.8731923, 120.6751756 31.8729936, 120.6745800 31.8719364, 120.6742697 31.8714112, 120.6741713 31.8712445)"
63,168,217,218,0.36376,1,120,"LINESTRING (120.6588732 31.7711271, 120.6588114 31.7712103, 120.6587348 31.7712711, 120.6586370 31.7713741, 120.6585942 31.7714232, 120.6585375 31.7715014, 120.6584809 31.7715913, 120.6584136 31.7717623, 120.6583796 31.7719563, 120.6583878 31.7721476, 120.6584381 31.7723274, 120.6585243 31.7724973, 120.6586427 31.7726537, 120.6587942 31.7727981, 120.6589805 31.7729044, 120.6591962 31.7729895, 120.6594280 31.7730415, 120.6596928 31.7730619, 120.6599109 31.7730614, 120.6600715 31.7730577, 120.6603491 31.7730796)"
64,169,121,219,1.28005,3,80,"LINESTRING (120.6479628 31.7271550, 120.6495581 31.7297537, 120.6500205 31.7304625, 120.6504384 31.7309882, 120.6507870 31.7313684, 120.6543192 31.7345537, 120.6547351 31.7349239, 120.6550992 31.7352932, 120.6554474 31.7356771, 120.6557562 31.7360803, 120.6558124 31.7361757, 120.6559309 31.7363766)"
65,170,219,121,1.28005,3,80,"LINESTRING (120.6559309 31.7363766, 120.6558124 31.7361757, 120.6557562 31.7360803, 120.6554474 31.7356771, 120.6550992 31.7352932, 120.6547351 31.7349239, 120.6543192 31.7345537, 120.6507870 31.7313684, 120.6504384 31.7309882, 120.6500205 31.7304625, 120.6495581 31.7297537, 120.6479628 31.7271550)"
66,172,183,114,0.29883,2,120,"LINESTRING (120.6538954 31.7745099, 120.6557003 31.7740471, 120.6569265 31.7737596)"
67,175,148,143,0.11594,1,120,"LINESTRING (120.6569355 31.7739253, 120.6557378 31.7741430)"
68,177,221,222,0.20134,2,80,"LINESTRING (120.7303086 31.9813606, 120.7288424 31.9800424)"
69,178,222,223,0.10013,2,80,"LINESTRING (120.7288424 31.9800424, 120.7281054 31.9793932)"
70,179,223,37,0.49317,2,80,"LINESTRING (120.7281054 31.9793932, 120.7244755 31.9761958)"
71,180,37,224,0.41257,2,80,"LINESTRING (120.7244755 31.9761958, 120.7220481 31.9739863, 120.7215417 31.9734415)"
72,183,227,228,0.01248,2,100,"LINESTRING (120.6620242 31.8002387, 120.6620043 31.8001274)"
73,189,232,233,0.14553,2,100,"LINESTRING (120.6566984 31.7376914, 120.6566211 31.7369572, 120.6565916 31.7363819)"
74,190,233,234,0.04235,2,100,"LINESTRING (120.6565916 31.7363819, 120.6566278 31.7362178, 120.6566447 31.7360032)"
75,200,241,242,0.04424,2,100,"LINESTRING (120.6628229 31.8284639, 120.6628072 31.8288628)"
76,206,232,219,0.16286,1,80,"LINESTRING (120.6566984 31.7376914, 120.6559309 31.7363766)"
77,209,119,231,0.05858,2,120,"LINESTRING (120.6385214 31.7801229, 120.6390816 31.7798986)"
78,212,198,226,0.45439,2,100,"LINESTRING (120.6638366 31.7664250, 120.6643055 31.7698170, 120.6643787 31.7704981)"
79,215,247,248,0.01306,2,100,"LINESTRING (120.6966550 31.9098589, 120.6965619 31.9097718)"
80,216,248,249,0.53694,2,100,"LINESTRING (120.6965619 31.9097718, 120.6941305 31.9074970, 120.6927359 31.9061920)"
81,223,189,253,0.05973,2,120,"LINESTRING (120.6390273 31.7800403, 120.6384564 31.7802695)"
82,226,256,142,0.0484,2,120,"LINESTRING (120.6574262 31.7737583, 120.6569326 31.7738716)"
83,228,257,258,0.04514,2,100,"LINESTRING (120.6626516 31.8288720, 120.6626621 31.8284648)"
84,234,153,60,0.58489,2,120,"LINESTRING (120.6327315 31.7825407, 120.6317622 31.7829057, 120.6298027 31.7835908, 120.6269896 31.7844841)"
85,241,253,152,0.54931,2,120,"LINESTRING (120.6384564 31.7802695, 120.6337065 31.7821736, 120.6331988 31.7823648)"
86,242,115,218,0.28467,2,120,"LINESTRING (120.6574189 31.7736527, 120.6593554 31.7732545, 120.6603491 31.7730796)"
87,245,66,118,0.04844,2,120,"LINESTRING (120.6327019 31.7824355, 120.6331701 31.7822592)"
88,248,264,265,0.21228,1,80,"LINESTRING (120.7287690 31.9717380, 120.7288914 31.9716096, 120.7294286 31.9712946, 120.7295657 31.9712144, 120.7296890 31.9711098, 120.7304392 31.9704710)"
89,250,221,267,0.28652,2,100,"LINESTRING (120.7303086 31.9813606, 120.7297458 31.9807479, 120.7292348 31.9800984, 120.7288058 31.9794015, 120.7287026 31.9791806)"
90,251,267,268,0.83204,2,100,"LINESTRING (120.7287026 31.9791806, 120.7284711 31.9786853, 120.7281984 31.9779242, 120.7280412 31.9771279, 120.7279874 31.9766377, 120.7279532 31.9763264, 120.7279559 31.9758362, 120.7279576 31.9755180, 120.7280615 31.9747239, 120.7282500 31.9739368, 120.7285106 31.9731713, 120.7288772 31.9724410, 120.7291849 31.9719430)"
91,252,268,265,0.2022,2,100,"LINESTRING (120.7291849 31.9719430, 120.7293021 31.9717534, 120.7298334 31.9710808, 120.7304392 31.9704710)"
92,260,278,279,1.7023,2,100,"LINESTRING (120.7419569 31.9611437, 120.7410797 31.9621173, 120.7410444 31.9621565, 120.7400653 31.9630549, 120.7390644 31.9639388, 120.7390039 31.9639887, 120.7380380 31.9647853, 120.7369788 31.9656155, 120.7360808 31.9662919, 120.7336010 31.9681599, 120.7330582 31.9685687, 120.7326838 31.9688508, 120.7311857 31.9699792, 120.7305284 31.9705453, 120.7303540 31.9707272, 120.7299591 31.9711393, 120.7295812 31.9716165, 120.7294278 31.9718102, 120.7293076 31.9720035)"
93,261,279,280,0.82322,2,100,"LINESTRING (120.7293076 31.9720035, 120.7290048 31.9724907, 120.7286417 31.9732175, 120.7283530 31.9739552, 120.7281703 31.9747373, 120.7280699 31.9755151, 120.7280663 31.9758437, 120.7280611 31.9763273, 120.7281516 31.9771183, 120.7283360 31.9778989, 120.7284801 31.9783153, 120.7285955 31.9786486, 120.7288393 31.9791504)"
94,263,282,283,0.02003,3,80,"LINESTRING (120.7430658 31.9599280, 120.7429444 31.9600761)"
95,264,283,282,0.02003,3,80,"LINESTRING (120.7429444 31.9600761, 120.7430658 31.9599280)"
96,269,286,282,0.07158,3,80,"LINESTRING (120.7435319 31.9594190, 120.7430658 31.9599280)"
97,270,282,286,0.07158,3,80,"LINESTRING (120.7430658 31.9599280, 120.7435319 31.9594190)"
98,271,224,38,0.41258,2,80,"LINESTRING (120.7215417 31.9734415, 120.7221303 31.9739103, 120.7245629 31.9761273)"
99,272,38,287,0.49546,2,80,"LINESTRING (120.7245629 31.9761273, 120.7282093 31.9793398)"
100,273,287,222,0.10767,2,80,"LINESTRING (120.7282093 31.9793398, 120.7289193 31.9799781, 120.7288424 31.9800424)"
101,274,223,287,0.01146,2,60,"LINESTRING (120.7281054 31.9793932, 120.7282093 31.9793398)"
102,275,287,223,0.01146,2,60,"LINESTRING (120.7282093 31.9793398, 120.7281054 31.9793932)"
103,276,287,267,0.05019,2,60,"LINESTRING (120.7282093 31.9793398, 120.7284204 31.9792430, 120.7287026 31.9791806)"
104,277,267,287,0.05019,2,60,"LINESTRING (120.7287026 31.9791806, 120.7284204 31.9792430, 120.7282093 31.9793398)"
105,278,267,280,0.01334,2,60,"LINESTRING (120.7287026 31.9791806, 120.7288393 31.9791504)"
106,279,280,267,0.01334,2,60,"LINESTRING (120.7288393 31.9791504, 120.7287026 31.9791806)"
107,280,224,288,1.3195,1,80,"LINESTRING (120.7215417 31.9734415, 120.7211549 31.9730794, 120.7198042 31.9718148, 120.7159528 31.9682089, 120.7153148 31.9676331, 120.7122661 31.9648818, 120.7120639 31.9646993)"
108,281,288,224,1.3195,1,80,"LINESTRING (120.7120639 31.9646993, 120.7122661 31.9648818, 120.7153148 31.9676331, 120.7159528 31.9682089, 120.7198042 31.9718148, 120.7211549 31.9730794, 120.7215417 31.9734415)"
109,282,289,290,0.54481,1,80,"LINESTRING (120.6686876 31.9174284, 120.6681848 31.9177427, 120.6679102 31.9179171, 120.6677628 31.9180248, 120.6676511 31.9181451, 120.6675848 31.9182871, 120.6675503 31.9184261, 120.6674997 31.9188980, 120.6674646 31.9190223, 120.6673937 31.9191251, 120.6672873 31.9192191, 120.6671734 31.9192880, 120.6647121 31.9206581)"
110,283,290,291,0.04657,1,80,"LINESTRING (120.6647121 31.9206581, 120.6645608 31.9207245, 120.6642944 31.9208795)"
111,284,292,293,0.85938,2,80,"LINESTRING (120.6374860 31.8261285, 120.6375759 31.8257853, 120.6390357 31.8224776, 120.6400727 31.8201644, 120.6406666 31.8188701)"
112,285,293,294,0.01266,2,80,"LINESTRING (120.6406666 31.8188701, 120.6407154 31.8187638)"
113,287,296,297,1.75091,1,80,"LINESTRING (120.6971470 31.9509927, 120.6845426 31.9394159)"
114,288,297,296,1.75091,1,80,"LINESTRING (120.6845426 31.9394159, 120.6971470 31.9509927)"
115,289,298,299,0.4316,2,80,"LINESTRING (120.6258788 31.8622774, 120.6259139 31.8622513, 120.6261959 31.8620187, 120.6264454 31.8617681, 120.6266976 31.8614743, 120.6269306 31.8611640, 120.6271119 31.8608689, 120.6272654 31.8605524, 120.6273981 31.8602216, 120.6274863 31.8598858, 120.6275517 31.8595522, 120.6275848 31.8588026)"
116,290,299,298,0.4316,2,80,"LINESTRING (120.6275848 31.8588026, 120.6275517 31.8595522, 120.6274863 31.8598858, 120.6273981 31.8602216, 120.6272654 31.8605524, 120.6271119 31.8608689, 120.6269306 31.8611640, 120.6266976 31.8614743, 120.6264454 31.8617681, 120.6261959 31.8620187, 120.6259139 31.8622513, 120.6258788 31.8622774)"
117,291,300,301,0.0357,1,80,"LINESTRING (120.6627305 31.9194199, 120.6629465 31.9193038, 120.6630361 31.9192328)"
118,292,301,302,0.6357,1,80,"LINESTRING (120.6630361 31.9192328, 120.6659450 31.9176165, 120.6660690 31.9175616, 120.6662127 31.9175270, 120.6663572 31.9175243, 120.6665036 31.9175541, 120.6670751 31.9177294, 120.6672397 31.9177550, 120.6674233 31.9177408, 120.6675885 31.9176934, 120.6677572 31.9176248, 120.6684284 31.9172460, 120.6689233 31.9170546)"
119,293,303,304,0.82759,1,80,"LINESTRING (120.6404371 31.8836735, 120.6392200 31.8822027, 120.6388982 31.8817910, 120.6385863 31.8813543, 120.6366245 31.8784279, 120.6362803 31.8778498, 120.6359920 31.8772590)"
120,294,304,303,0.82759,1,80,"LINESTRING (120.6359920 31.8772590, 120.6362803 31.8778498, 120.6366245 31.8784279, 120.6385863 31.8813543, 120.6388982 31.8817910, 120.6392200 31.8822027, 120.6404371 31.8836735)"
121,295,305,301,0.04657,1,80,"LINESTRING (120.6625536 31.9192565, 120.6627139 31.9192599, 120.6628158 31.9192749, 120.6629108 31.9192728, 120.6630361 31.9192328)"
122,296,304,306,0.00937,1,80,"LINESTRING (120.6359920 31.8772590, 120.6359536 31.8771811)"
123,297,306,304,0.00937,1,80,"LINESTRING (120.6359536 31.8771811, 120.6359920 31.8772590)"
124,300,311,296,0.01307,1,80,"LINESTRING (120.6972410 31.9510792, 120.6971470 31.9509927)"
125,301,296,311,0.01307,1,80,"LINESTRING (120.6971470 31.9509927, 120.6972410 31.9510792)"
126,302,312,313,0.05187,1,80,"LINESTRING (120.6639885 31.9205995, 120.6641895 31.9206702, 120.6642939 31.9207015, 120.6644096 31.9207034, 120.6645132 31.9206896)"
127,303,314,303,0.02789,1,80,"LINESTRING (120.6406067 31.8838793, 120.6404371 31.8836735)"
128,304,303,314,0.02789,1,80,"LINESTRING (120.6404371 31.8836735, 120.6406067 31.8838793)"
129,305,315,316,1.5264,1,80,"LINESTRING (120.6515816 31.9091375, 120.6515060 31.9090669, 120.6460320 31.9039593, 120.6455505 31.9034960, 120.6451209 31.9030239, 120.6447535 31.9025282, 120.6417922 31.8982693)"
130,306,316,315,1.5264,1,80,"LINESTRING (120.6417922 31.8982693, 120.6447535 31.9025282, 120.6451209 31.9030239, 120.6455505 31.9034960, 120.6460320 31.9039593, 120.6515060 31.9090669, 120.6515816 31.9091375)"
131,307,316,317,0.07309,1,80,"LINESTRING (120.6417922 31.8982693, 120.6414709 31.8978649, 120.6413691 31.8977177)"
132,308,317,316,0.07309,1,80,"LINESTRING (120.6413691 31.8977177, 120.6414709 31.8978649, 120.6417922 31.8982693)"
133,309,290,318,0.06156,1,80,"LINESTRING (120.6647121 31.9206581, 120.6646132 31.9207348, 120.6645680 31.9208057, 120.6645375 31.9208895, 120.6645447 31.9209779, 120.6645992 31.9211563)"
134,310,317,319,0.0135,1,80,"LINESTRING (120.6413691 31.8977177, 120.6412901 31.8976163)"
135,311,319,317,0.0135,1,80,"LINESTRING (120.6412901 31.8976163, 120.6413691 31.8977177)"
136,312,306,2635,1.86549,1,80,"LINESTRING (120.6359536 31.8771811, 120.6347598 31.8744696, 120.6345863 31.8740805, 120.6344535 31.8736766, 120.6344021 31.8734646, 120.6343627 31.8732519, 120.6343460 31.8730371, 120.6343510 31.8728202, 120.6343571 31.8726113, 120.6343819 31.8724025, 120.6344224 31.8721914, 120.6344755 31.8719791, 120.6346180 31.8715739, 120.6350011 31.8707567, 120.6350920 31.8704910, 120.6351810 31.8701363, 120.6352355 31.8697646, 120.6352461 31.8693907, 120.6352112 31.8690158, 120.6351354 31.8686519, 120.6350154 31.8682846, 120.6338811 31.8654689, 120.6337094 31.8650879, 120.6335017 31.8647135, 120.6332905 31.8643479, 120.6330531 31.8639828, 120.6327917 31.8636274, 120.6325100 31.8632739, 120.6322086 31.8629410, 120.6318871 31.8626169, 120.6308718 31.8617183)"
137,313,2635,306,1.86549,1,80,"LINESTRING (120.6308718 31.8617183, 120.6318871 31.8626169, 120.6322086 31.8629410, 120.6325100 31.8632739, 120.6327917 31.8636274, 120.6330531 31.8639828, 120.6332905 31.8643479, 120.6335017 31.8647135, 120.6337094 31.8650879, 120.6338811 31.8654689, 120.6350154 31.8682846, 120.6351354 31.8686519, 120.6352112 31.8690158, 120.6352461 31.8693907, 120.6352355 31.8697646, 120.6351810 31.8701363, 120.6350920 31.8704910, 120.6350011 31.8707567, 120.6346180 31.8715739, 120.6344755 31.8719791, 120.6344224 31.8721914, 120.6343819 31.8724025, 120.6343571 31.8726113, 120.6343510 31.8728202, 120.6343460 31.8730371, 120.6343627 31.8732519, 120.6344021 31.8734646, 120.6344535 31.8736766, 120.6345863 31.8740805, 120.6347598 31.8744696, 120.6359536 31.8771811)"
138,314,321,315,0.01228,1,80,"LINESTRING (120.6516692 31.9092193, 120.6515816 31.9091375)"
139,315,315,321,0.01228,1,80,"LINESTRING (120.6515816 31.9091375, 120.6516692 31.9092193)"
140,320,326,327,0.55857,1,80,"LINESTRING (120.6657338 31.9188622, 120.6662094 31.9185058, 120.6664785 31.9182772, 120.6665718 31.9181954, 120.6666385 31.9181148, 120.6666843 31.9180377, 120.6667023 31.9179556, 120.6666978 31.9178739, 120.6666736 31.9177894, 120.6666205 31.9177211, 120.6665506 31.9176660, 120.6664636 31.9176167, 120.6663500 31.9175949, 120.6662233 31.9175941, 120.6660996 31.9176305, 120.6659860 31.9176792, 120.6630952 31.9192884)"
141,321,327,328,0.03683,1,80,"LINESTRING (120.6630952 31.9192884, 120.6630151 31.9193122, 120.6627579 31.9194517)"
142,322,329,2635,0.20536,2,80,"LINESTRING (120.6284220 31.8620001, 120.6304758 31.8613997)"
143,324,2635,332,0.52674,2,80,"LINESTRING (120.6305813 31.8613723, 120.6348764 31.8602586, 120.6359389 31.8600968)"
144,325,333,33,0.41762,1,80,"LINESTRING (120.6579389 31.7961605, 120.6592204 31.7925552)"
145,326,33,333,0.41762,1,80,"LINESTRING (120.6592204 31.7925552, 120.6579389 31.7961605)"
146,328,335,336,0.01169,2,80,"LINESTRING (120.6407970 31.8187691, 120.6407522 31.8188674)"
147,329,336,292,0.8622,2,80,"LINESTRING (120.6407522 31.8188674, 120.6401506 31.8201880, 120.6391551 31.8225104, 120.6376465 31.8258096, 120.6374860 31.8261285)"
148,330,337,311,2.04667,1,80,"LINESTRING (120.7119722 31.9646149, 120.7117720 31.9644310, 120.7097960 31.9626155, 120.7080708 31.9610303, 120.6975723 31.9513837, 120.6972410 31.9510792)"
149,331,311,337,2.04667,1,80,"LINESTRING (120.6972410 31.9510792, 120.6975723 31.9513837, 120.7080708 31.9610303, 120.7097960 31.9626155, 120.7117720 31.9644310, 120.7119722 31.9646149)"
